OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
680,0549,549.0,NIGHTINGALE,1389,0549,1005,588,0.585074,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5567549.046875,9708.81236477987
681,0481,481.0,MAGGIE,1389,0481,584,318,0.54452,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2743425.78125,7713.61189263392
682,0376,376.0,HOLIDAY GARDENS,1389,0376,122,47,0.385245,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1523347.109375,5594.84564536502
683,0617,617.0,PARADISE PARK,1389,0617,609,336,0.551724,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5613672.421875,9664.2408106028
684,0616,616.0,PARADISE,1389,0616,404,229,0.566831,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7848173.08203125,12800.7045012087
685,0828,828.0,TATUM,1389,0828,1062,770,0.725047,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,24025834.1796875,19825.2274964669
686,0934,934.0,YUMA,1389,0934,447,266,0.595078,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1850948.69921875,5754.55049625219
687,0492,492.0,MARIVUE,1389,0492,301,121,0.401993,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4285525.22265625,9125.03967425863
688,0473,473.0,LUKE,1389,0473,456,237,0.519736,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5109666.484375,9633.71576544699
689,0606,606.0,PALM VALLEY,1389,0606,701,415,0.592011,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3714146.6640625,7740.1236997718
690,0338,338.0,GREENWOOD,1389,0338,206,123,0.597087,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7520063.4609375,11676.8263799996
691,0476,476.0,LYNWOOD,1389,0476,155,52,0.335483,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2900742.62109375,6782.0216291097
692,0198,198.0,DARROW,1389,0198,271,127,0.468634,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5255451.6875,9350.8357646072
693,0419,419.0,KIMBERLY,1389,0419,508,286,0.562992,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2885634.44921875,7852.29748040806
694,0743,743.0,SEVILLA,1389,0743,612,258,0.421568,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7453929.22265625,11570.6120302137
695,0592,592.0,ORANGEWOOD FARMS,1389,0592,349,176,0.504297,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8187626.015625,11947.0324220598
696,0907,907.0,WHYMAN,1389,0907,310,145,0.467741,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6755785.73046875,13078.8154971531
697,0835,835.0,TIERRA NORTE,1389,0835,148,88,0.594594,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2821398.0859375,8627.67184241448
698,0861,861.0,USERY PASS,1389,0861,1150,799,0.694782,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,27483667.5039063,28087.8913727234
699,0427,427.0,LA SOLANA,1389,0427,1872,1688,0.901709,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9058963.3671875,16493.827597093
700,0015,15.0,ALPACA,1389,0015,721,580,0.804438,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3868439.03515625,8809.98136715794
701,0683,683.0,REGAL,1389,0683,1114,821,0.736983,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3695025.671875,7726.81343311082
702,0737,737.0,SCOTTSDALE,1389,0737,648,400,0.617283,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1883036.49609375,6223.62267354677
703,0154,154.0,COMSTOCK,1389,0154,507,345,0.680473,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4520852.328125,11275.2569117469
704,0125,125.0,CHENEY,1389,0125,1411,1031,0.730687,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,20274959.6757813,21185.6928671522
705,0588,588.0,ONYX,1389,0588,437,236,0.540045,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2681733.85546875,7776.51748135363
706,0553,553.0,NORTH MOUNTAIN,1389,0553,188,95,0.505319,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8607835.3125,15046.4751513145
707,0923,923.0,WINDROSE,1389,0923,971,606,0.624098,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11074747.71875,15339.8387935036
708,0161,161.0,CORA,1389,0161,128,48,0.375,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1909111.2578125,6812.90109677162
709,0421,421.0,KIVA,1389,0421,427,288,0.674473,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5847116.92578125,15304.8574840181
710,0200,200.0,DEADMAN WASH,1389,0200,2284,1253,0.548598,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,40685678.140625,40116.7175723557
711,0868,868.0,VERANO,1389,0868,772,434,0.562176,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3727309.8515625,7723.37903507393
712,0251,251.0,ECHO,1389,0251,329,177,0.537993,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1839572.171875,5784.83579415538
713,0635,635.0,PERRY PARK,1389,0635,66,31,0.469696,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,881494.38671875,3876.04805717142
714,0584,584.0,OCOTILLO,1389,0584,297,122,0.410774,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2747510.23828125,7787.29930371856
715,0731,731.0,SANTA FE,1389,0731,495,284,0.573737,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3798894.53515625,10503.4757841319
716,0516,516.0,MILKY WAY,1389,0516,832,406,0.48798,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3681874.2265625,7638.01891546104
717,0128,128.0,CHRISTY,1389,0128,450,255,0.566666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1778397.8671875,6270.24744320267
718,0076,76.0,BRACKEN,1389,0076,989,583,0.589484,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7740629.90625,11617.3990134921
719,0113,113.0,CASHION,1389,0113,371,150,0.404312,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5565075.28125,9682.7161175045
720,0431,431.0,LAMAR,1389,0431,470,293,0.623404,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1889672.2109375,5827.29552001386
721,0496,496.0,MARYLAND,1389,0496,70,26,0.371428,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1489641.01953125,5243.35575109495
722,0388,388.0,HUALAPAI,1389,0388,1024,728,0.710937,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9903180.7578125,15478.9665233861
723,0714,714.0,SADDLE RIDGE,1389,0714,1544,1229,0.795984,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6578823.01171875,10663.9414962988
724,0055,55.0,BERRIDGE,1389,0055,189,110,0.58201,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1257275.359375,5232.35163453288
725,0139,139.0,CLOUD,1389,0139,1377,848,0.615831,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11171237.5703125,15421.4362070816
726,0340,340.0,GREYSTONE,1389,0340,569,432,0.759226,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2901844.41796875,8007.97143546408
727,0872,872.0,VICTORY,1389,0872,193,67,0.34715,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4760735.87109375,9817.89127464623
728,0013,13.0,ALHAMBRA,1389,0013,144,58,0.402777,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3737365.1953125,7734.81719316123
729,0823,823.0,SUTTON,1389,0823,541,359,0.663585,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2054837.48828125,6089.98423766594
730,0615,615.0,PARADA,1389,0615,272,145,0.533088,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2351295.16015625,6881.841447148
731,0663,663.0,PUEBLO,1389,0663,593,340,0.573355,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3720770.32421875,10643.5108651313
732,0720,720.0,SAN ANGELO,1389,0720,821,420,0.511571,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3600535.26171875,8112.97946958166
733,0409,409.0,JULIE,1389,0409,1057,501,0.473982,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3799123.765625,7727.79978938615
734,0707,707.0,ROSE GARDEN,1389,0707,867,405,0.467128,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,20917037.5546875,19286.3238939495
735,0271,271.0,ESTRELLA FOOTHILLS,1389,0271,1099,679,0.617834,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,115671199.863281,62733.3932846049
736,0162,162.0,CORBELL,1389,0162,912,636,0.697368,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5589403.23046875,11628.6467267342
737,0701,701.0,ROCKWOOD,1389,0701,276,139,0.503623,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1653237.27734375,6091.31372008519
738,0730,730.0,SANDPIPER,1389,0730,865,568,0.656647,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4580731.046875,9687.80385760138
739,0915,915.0,WILDWOOD,1389,0915,591,359,0.607445,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3878866.0078125,8044.71609668772
740,0474,474.0,LUKE FIELD,1389,0474,564,290,0.514184,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3471541.5703125,8488.92853530506
741,0772,772.0,SOUTH MTN PARK,1389,0772,66,48,0.727272,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,49698112.7578125,55887.9823751961
742,0488,488.0,MARICOPA,1389,0488,675,396,0.586666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2820156.05078125,7759.76841648272
743,0384,384.0,HOPEVILLE,1389,0384,491,240,0.488798,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,115947966.554688,54152.4505773425
744,0012,12.0,ALEXANDER,1389,0012,1432,987,0.689245,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7538490.98046875,15509.7196117766
745,0918,918.0,WILLOW,1389,0918,628,382,0.60828,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2992928.2578125,10914.7907409064
746,0265,265.0,ESCALADE,1389,0265,417,256,0.613908,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7469472.515625,11728.1915092307
747,0708,708.0,ROSE MOFFORD,1389,0708,143,76,0.531468,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3748700.90625,7742.74719157309
748,0885,885.0,WARNER,1389,0885,363,164,0.45179,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,126795499.488281,67214.7206050284
749,0312,312.0,GIDIYUP,1389,0312,1176,545,0.463435,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11719896.7109375,17083.1492421706
750,0008,8.0,AGUILA,1389,0008,144,79,0.548611,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2295705536.85938,210205.029484048
751,0920,920.0,WILSHIRE,1389,0920,417,269,0.645083,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2876469.765625,7756.67766326217
752,0081,81.0,BUCKLEY,1389,0081,439,228,0.519362,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4779702.08984375,9738.57730345404
753,0126,126.0,CHILTON,1389,0126,375,171,0.456,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1888760.4765625,5822.54750606306
754,0447,447.0,LEWIS,1389,0447,118,48,0.406779,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1869224.96484375,5790.02941511974
755,0288,288.0,FORT MCDOWELL,1389,0288,25,6,0.24,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,146048835.710938,54470.5664896077
756,0339,339.0,GREER RANCH,1389,0339,1151,605,0.525629,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10597602.7929688,13228.4539109595
757,0351,351.0,HARMONY PARK,1389,0351,1354,696,0.514032,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5687953.37890625,10125.0017293962
758,0843,843.0,TOWNE MEADOWS,1389,0843,1018,524,0.514734,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3974281.3515625,9672.76662483493
759,0143,143.0,COBBLE STONE,1389,0143,779,501,0.643132,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3651752.93359375,7641.53316139049
760,0832,832.0,THUNDERHILL,1389,0832,1080,679,0.628703,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4409944.3125,9473.66014987361
761,0320,320.0,GLENROSA,1389,0320,449,257,0.572383,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1668902.13671875,7896.81188959246
762,0805,805.0,SUNDANCE,1389,0805,461,242,0.524945,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2068032.76953125,6687.80277733432
763,0179,179.0,COYOTE HILLS,1389,0179,1753,955,0.54478,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8033102.87890625,12924.17542353
764,0375,375.0,HOHOKAM PARK,1389,0375,602,317,0.526578,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3745375.96875,7739.20239049993
765,0307,307.0,GENE AUTRY,1389,0307,1094,619,0.565813,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7469875.10546875,11568.0728429392
766,0009,9.0,AHWATUKEE,1389,0009,997,652,0.653961,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4157291.09375,10360.5966240331
767,0101,101.0,CANYON,1389,0101,97,82,0.84536,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,562698479.71875,150391.349911551
768,0455,455.0,LITCHFIELD,1389,0455,514,282,0.548638,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3097439.390625,7639.11913653944
769,0021,21.0,ANDORA,1389,0021,540,310,0.574074,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1976472.20703125,6461.36242317449
770,0679,679.0,REDWING,1389,0679,814,508,0.624078,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3063206.25,8342.42255089404
771,0316,316.0,GILBERT GARDENS,1389,0316,489,186,0.380368,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3637027.41015625,7628.00593554874
772,0353,353.0,HARRIS,1389,0353,193,79,0.409326,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1919374.17578125,5986.36267440979
773,0359,359.0,HAWES,1389,0359,449,213,0.474387,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3381302.76953125,9704.9336075934
774,0778,778.0,SOUTHERN,1389,0778,230,76,0.330434,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5552438.1796875,14110.4938901337
775,0544,544.0,MYRTLE,1389,0544,34,11,0.323529,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1864667.015625,6584.38619981573
776,0543,543.0,MUSTANG,1389,0543,1369,924,0.674945,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7457506.21484375,14823.0122593672
777,0333,333.0,GRAYSON,1389,0333,45,28,0.622222,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5004977.48046875,16678.0855937084
778,0760,760.0,SILVER SPUR,1389,0760,1531,1065,0.695623,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,27368115.7070313,26684.3069420917
779,0173,173.0,COTTONTAIL,1389,0173,1610,839,0.521118,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13889947.953125,22292.9236397779
780,0187,187.0,CROSBY,1389,0187,472,373,0.790254,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2954081.8984375,8030.48862462338
781,0837,837.0,TILLMAN,1389,0837,1115,678,0.608071,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15363712.5625,18705.2486324131
782,0184,184.0,CRESCENT,1389,0184,516,402,0.779069,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2728603.99609375,6704.50081125005
783,0684,684.0,RESERVE,1389,0684,415,269,0.648192,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8517008.8046875,13377.6061725426
784,0361,361.0,HAYWARD,1389,0361,499,293,0.587174,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3665622.671875,7657.27662729834
785,0478,478.0,MADISON HEIGHTS,1389,0478,617,494,0.800648,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13911152.90625,15505.2277491616
786,0605,605.0,PALM SHADOWS,1389,0605,805,386,0.479503,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5441449.00390625,9495.53580937885
787,0687,687.0,RIDGEWOOD,1389,0687,873,489,0.560137,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7504518.59375,11659.0451840668
788,0724,724.0,SAN MIGUEL,1389,0724,169,73,0.431952,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16841765.125,26895.1406942176
789,0417,417.0,KEIM,1389,0417,477,228,0.477987,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3371392.4921875,7741.19334591409
790,0046,46.0,AZALEA,1389,0046,964,536,0.556016,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5288758.53125,11531.7596216519
791,0726,726.0,SAN PEDRO,1389,0726,404,221,0.547029,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6045042.08203125,11569.0690622927
792,0900,900.0,WESTWIND,1389,0900,379,175,0.461741,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3705356.40234375,7703.41727587231
793,0632,632.0,PENNY LANE,1389,0632,187,72,0.385026,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2151136.59765625,6507.85926090559
794,0283,283.0,FIREHAWK,1389,0283,770,613,0.796103,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,247344567.144531,118929.600533929
795,0425,425.0,KOMATKE,1389,0425,28,4,0.142857,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,34118544.0429688,29260.4725909966
796,0267,267.0,ESCOBAR,1389,0267,209,112,0.535885,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1373916.34765625,4724.62460488316
797,0690,690.0,RIO PASEO,1389,0690,1446,883,0.61065,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10520835.53125,16273.6961128017
798,0876,876.0,VIRGINIA,1389,0876,538,295,0.548327,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3744482.22265625,7742.28887499524
799,0529,529.0,MONTE CRISTO,1389,0529,1368,935,0.683479,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7831408.96875,12356.007894695
800,0446,446.0,LEISURE WORLD,1389,0446,1026,852,0.830409,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5114584.12890625,9201.95457260464
801,0211,211.0,DESERT HAVEN,1389,0211,1263,637,0.504354,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3634688.90234375,7592.64280692607
802,0698,698.0,ROADRUNNER,1389,0698,150,60,0.4,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3686514.2890625,7689.24749786966
803,0500,500.0,MCAFEE PLACE,1389,0500,251,118,0.470119,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1505382.02734375,6501.40370368588
804,0608,608.0,PALMDALE,1389,0608,205,78,0.380487,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21558231.9257813,23433.485108654
805,0275,275.0,EXETER,1389,0275,559,353,0.631484,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3084738.25390625,7290.5110041497
806,0578,578.0,OAK PARK,1389,0578,159,61,0.383647,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1192822.2265625,5551.98846878279
807,0360,360.0,HAYDEN HIGH,1389,0360,146,45,0.308219,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4123708.47265625,8552.84439699006
808,0629,629.0,PEE-POSH,1389,0629,19,2,0.105263,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,220867076.679688,74532.7723934778
809,0554,554.0,NORTON,1389,0554,127,74,0.582677,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1490087.125,5097.96512876368
810,0771,771.0,SOUTH MTN HIGH,1389,0771,208,83,0.399038,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7588766.90234375,11641.0405407043
811,0793,793.0,STUMP,1389,0793,118,59,0.5,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16046619.0898438,16184.9113197742
812,0002,2.0,ACOMA,1389,0002,1233,766,0.621248,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7325649.56640625,17671.3028016016
813,0508,508.0,MEGAN,1389,0508,1039,585,0.563041,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3580374.6640625,8248.8960661943
814,0402,402.0,JASPER,1389,0402,677,369,0.545051,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3754465.79296875,9715.92518032614
815,0263,263.0,ENID PARK,1389,0263,1191,711,0.596977,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3698692.359375,10841.8680236082
816,0736,736.0,SARIVAL,1389,0736,1501,871,0.580279,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5265659.21484375,9394.24593482194
817,0463,463.0,LONESOME,1389,0463,184,59,0.320652,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3728998.75,7720.93140732989
818,0287,287.0,FOREST GROVE,1389,0287,332,137,0.41265,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3701922.640625,9562.06902172307
819,0246,246.0,DYNAMITE,1389,0246,1256,781,0.621815,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,48461943.28125,33408.4096587329
820,0839,839.0,TONOPAH,1389,0839,515,239,0.464077,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,797322710.140625,121869.644129151
821,0403,403.0,JENTILLY,1389,0403,487,249,0.511293,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3560445.49609375,10703.1105846124
